date,Pairs,Volume_USD
2021-04-18,DSLA/WETH,401.10529218725003
2021-04-18,DT/WETH,46140.77708900952
2021-04-18,DYP/USDT,18062.128871612742
2021-04-18,EASY/USDT,2073.4863313119636
2021-04-18,EMTRG/WETH,1460.4459083969664
2021-04-18,ENJ/DAI,2166.4665906226383
2021-04-18,ENJ/SHIB,831.7760172424414
2021-04-18,ERN/WETH,6127.222276903719
2021-04-18,ESS/WETH,813.206993386
2021-04-18,ETH2x-FLI/WETH,3213.741529469743
2021-04-18,EWTB/WETH,2431.590466162314
2021-04-18,FARM/USDC,16370.193395701934
2021-04-18,FEG/WETH,18647.198633306703
2021-04-18,FLASH/WETH,589.0723063958
2021-04-18,FLX/WETH,16550.568591077852
2021-04-18,FMT/WETH,709.8667830672737
2021-04-18,FRAX/USDC,562255.5016343439
2021-04-18,FST/USDC,62925.43446567546
2021-04-18,FTT/USDC,4423.294268253789
2021-04-18,FUSE/WETH,2114.52828544685
2021-04-18,FVT/WETH,36884.78271256808
2021-04-18,FX/USDC,4478.199960632204
2021-04-18,FX/USDT,24262.923073393966
2021-04-18,FX/WETH,30025.63114629445
2021-04-18,FXF/WETH,154416.68344500553
2021-04-18,FXS/FRAX,578393.935301559
2021-04-18,GCR/UCT,7840.336429213112
2021-04-18,GEO/WETH,695.7696224689621
2021-04-18,GHST/NFTP,4570.093402117125
2021-04-18,GLCH/RSR,8241.15895692876
2021-04-18,GLCH/WETH,6652.335146732373
2021-04-18,GLM/1INCH,11044.813661578633
2021-04-18,GRID/wOMI,1606.3428925794178
2021-04-18,GRT/USDT,12655.043496389038
2021-04-18,GS/LPOOL,5121.404669872118
2021-04-18,GUSD/EXRD,20275.814601503982
2021-04-18,GUSD/MATIC,2482.70795572385
2021-04-18,HBT/ARMOR,520.6445207709858
2021-04-18,HBT/WETH,746.1305663884635
2021-04-18,HBTC/WBTC,1471308.6382807863
2021-04-18,HEX/SHIB,2576.0306186055
2021-04-18,HEX/WETH,10917.071216744178
2021-04-18,HEX/⚗️,2576.0306186055
2021-04-18,HGET/USDT,18575.54407481527
2021-04-18,HOGE/DAI,5488.322749207383
2021-04-18,HOGE/USDT,19141.576388437577
2021-04-18,HOPR/DAI,1177.1989248082841
2021-04-18,HYVE/WETH,1278.8528885754242
2021-04-18,ID/WETH,60232.17386373659
2021-04-18,ILV/ENJ,6851.3065728480005
2021-04-18,INFI/WETH,1448.7861524538398
2021-04-18,INJ/WETH,481.78694678134076
2021-04-18,INV/DOLA,3156.868064751607
2021-04-18,INV/WETH,32629.69667444842
2021-04-18,KANGAL/WETH,1761.9135564800001
2021-04-18,KEEP/DAI,115069.87325646
2021-04-18,KISHU INU/WETH,259.8551322817415
2021-04-18,KONG/WETH,1363.7246458398588
2021-04-18,KP3R/USDT,61760.88102805172
2021-04-18,KSEED/WETH,6356.032928157206
2021-04-18,KYL/WETH,945.081867687816
2021-04-18,L3P/SXP,2173.232081161956
2021-04-18,LABS/UNIQ,9707.84061654093
2021-04-18,LABS/WOO,3594.3494209914643
2021-04-18,LAYER/WETH,479.6299798287871
2021-04-18,LDO/PUSH,26519.185283829454
2021-04-18,LINK/USDT,18096.484194584184
2021-04-18,LKR/wOMI,987.0199138450772
2021-04-18,LPOOL/1INCH,2002.589248863493
2021-04-18,LPOOL/DAI,1517.059019323097
2021-04-18,LPT/REN,5390.338539194765
2021-04-18,LQTY/RUNE,18878.93573267662
2021-04-18,LQTY/USDT,953.8665531222989
2021-04-18,LQTY/WETH,35316.514765984975
2021-04-18,LRC/USDC,14477.482028992217
2021-04-18,LST/ARTX,5546.740715876524
2021-04-18,LUSD/USDT,851171.4719094376
2021-04-18,LUSD/WETH,175775.19871296184
2021-04-18,LYXE/USDC,17789.31911117592
2021-04-18,MANA/ANT,41223.1110640836
2021-04-18,MANA/DAI,64159.8827634752
2021-04-18,MANA/DSLA,5291.526053009329
2021-04-18,MARS/USDT,30392.583965680107
2021-04-18,MARSH/WETH,3345.002074056321
2021-04-18,MASK/WETH,304.26555187487946
2021-04-18,MATH/USDT,6004.7266246704
2021-04-18,MATIC/BNT,9445.800034600048
2021-04-18,MATIC/DAI,11965.098502507166
2021-04-18,MATIC/USDC,106667.12315827006
2021-04-18,MATTER/WETH,944.386880808471
2021-04-18,MCB/USDC,134380.1763537678
2021-04-18,MCB/YFI,58232.21966243568
2021-04-18,MEME/UNI,91710.96968957435
2021-04-18,MEME/WETH,692.4366195588673
2021-04-18,METRIC/DAI,14564.159121161116
2021-04-18,MIR/WETH,2058.1589954449064
2021-04-18,MOD/WETH,3212.250490814564
2021-04-18,MTHD/WETH,36560.83711716101
2021-04-18,MTLX/USDT,20685.668182592108
2021-04-18,MUSE/NAME,2227.5252568984256
2021-04-18,MUSE/USDT,688.3271010367143
2021-04-18,NAME/USDC,15657.522638122451
2021-04-18,NDX/USDC,8510.546810095411
2021-04-18,NDX/WETH,48630.67876661782
2021-04-18,NFTX/WETH,28035.682005973566
2021-04-18,NIF/WETH,13008.145397837208
2021-04-18,NIOX/WETH,26516.458822331264
2021-04-18,NSURE/USDT,1575.4666498263562
2021-04-18,OCC/PAID,4538.739374085192
2021-04-18,OCC/WETH,5914.470632100082
2021-04-18,ODDZ/POLS,1609.5814821751599
2021-04-18,OGN/USDT,85819.17242383145
2021-04-18,OPIUM/WETH,2156.1290772650823
2021-04-18,ORAI/WETH,762.9275123827734
2021-04-18,ORO/WETH,2471.87073037555
2021-04-18,PAID/WETH,135359.48572113345
2021-04-18,PBTC/WBTC,255438.6407436207
2021-04-18,PDEX/WETH,10036.296001633104
2021-04-18,PERL/1INCH,582.6386104059794
2021-04-18,PERP/USDC,115443.8876470975
2021-04-18,PIPT/USDT,6379.538165423725
2021-04-18,PLOT/USDT,20747.824650225943
2021-04-18,PLOT/WETH,1378.2969037028258
2021-04-18,PMON/POOLZ,15682.632423065006
2021-04-18,POA20/WETH,207.66746162359513
2021-04-18,POE/WETH,636.961131776671
2021-04-18,POLK/WETH,12357.179064001717
2021-04-18,POLS/WETH,789.1498770635528
2021-04-18,POND/WETH,5067.674904901256
2021-04-18,POODL/WETH,13028.795210672593
2021-04-18,POOL/WETH,27995.69826048659
2021-04-18,POOLZ/ALPHA,12270.73774251433
2021-04-18,PPAY/WETH,10261.251078033853
2021-04-18,PRT/CELL,1002.373663764602
2021-04-18,PRT/USDC,2163.796649994119
2021-04-18,PUSH/WETH,87799.00013357677
2021-04-18,QNT/WETH,20255.500220186088
2021-04-18,QRX/SNOOPY,716.9152816178
2021-04-18,QUICK/USDC,283.60871930982415
2021-04-18,RAD/USDC,12312.45279469302
2021-04-18,RAD/ZRX,486.16619015379564
2021-04-18,RAI/USDC,6122.209968155852
2021-04-18,RAI/WETH,135124.1953443231
2021-04-18,RARI/WETH,7014.574124064249
2021-04-18,RAY/WETH,8417.23443412768
2021-04-18,RAZE/USDC,2998.1770693903545
2021-04-18,RAZE/USDT,2214.7648691830445
2021-04-18,RAZE/WETH,12447.671993036885
2021-04-18,RAZOR/WETH,1161.357996060025
2021-04-18,RBC/WETH,820.8479702790797
2021-04-18,RDN/WETH,11544.872570452317
2021-04-18,REL/wOMI,1564.8269952712985
2021-04-18,RENBTC/WBTC,2413455.200618118
2021-04-18,RENBTC/WETH,1098739.3900323869
2021-04-18,RENDOGE/ALBT,466.972927349925
2021-04-18,RENDOGE/WETH,1348.7387524145383
2021-04-18,RENZEC/WETH,18310.48464036043
2021-04-18,RFI/UBT,3564.7406775062827
2021-04-18,RFOX/DAI,3264.7743326510995
2021-04-18,RGT/WETH,11271.573494155842
2021-04-18,RING/USDT,135.05914834621
2021-04-18,RLY/USDC,35045.983431489345
2021-04-18,ROCKS/WETH,902.285642152896
2021-04-18,ROOBEE/WETH,3344.988705188785
2021-04-18,ROOK/LINK,80734.14833589077
2021-04-18,ROOK/RULER,9819.749632726662
2021-04-18,ROOK/WETH,127046.02289216561
2021-04-18,ROOK/WOO,625.2896825637671
2021-04-18,RPL/WETH,58108.85159131828
2021-04-18,RSR/WETH,1709.3964468246575
2021-04-18,RUNE/DAI,28614.13201192682
2021-04-18,RUNE/USDT,34729.17105224261
2021-04-18,SCIFI/1INCH,32339.76517733978
2021-04-18,SEFI/WETH,4581.698919102681
2021-04-18,SFI/ALCX,8045.387089968091
2021-04-18,SFI/ALPHA,8045.387089968091
2021-04-18,SFI/INDEX,8528.110315366175
2021-04-18,SFI/NFTX,8045.387089968091
2021-04-18,SFI/WETH,8913.840285958267
2021-04-18,SHEESHA/UDT,3091.4277610597846
2021-04-18,SHEESHA/USDT,29300.03979864422
2021-04-18,SHEESHA/WETH,18890.35984350306
2021-04-18,SHFT/USDC,29615.250003162888
2021-04-18,SHFT/USDT,6063.8057527598485
2021-04-18,SHIB/AKITA,459.7679975
2021-04-18,SHIB/DOBE,2961.1968051339545
2021-04-18,SHIB/LEASH,1903.5529276955328
2021-04-18,SHIB/POODL,1823.31757
2021-04-18,SHIB/USDT,42281.69989722023
2021-04-18,SHIB/WETH,205110.69936307144
2021-04-18,SHIP/ETH2x-FLI,602.729153652715
2021-04-18,SNX/USDC,299409.2390446004
2021-04-18,SOAR/WETH,5539.057582124838
2021-04-18,SOGE/DAI,5313.300985433286
2021-04-18,SPI/WETH,2513.869649899421
2021-04-18,SRK/WETH,854.4823898646334
2021-04-18,STAKE/USDC,692824.5752358276
2021-04-18,STONK/NAME,1517.0768075530068
2021-04-18,STORJ/SHIB,50.87217488052934
2021-04-18,STR/USDT,10321.972487293482
2021-04-18,SURE/WETH,1822.57423050124
2021-04-18,SUSD/ALCX,16174.569935328802
2021-04-18,SUSD/WETH,8706.18762674261
2021-04-18,SUSHI/USDT,25049.04088625058
2021-04-18,SUSHI/WETH,1310763.641556578
2021-04-18,SUSHI/ZCX,33788.96722931294
2021-04-18,SWAP/WETH,1841.2589203578436
2021-04-18,TIDAL/ALBT,975.775770288
2021-04-18,TIDAL/WETH,4441.474398606073
2021-04-18,TKX/WETH,9049.537324399877
2021-04-18,TOP/PUSH,4585.011012496812
2021-04-18,TRDL/WETH,8342.038971150036
2021-04-18,TRIBE/BASK,3111.775638995342
2021-04-18,TTT/WETH,2923.245864165796
2021-04-18,TUSD/DAI,925616.4293507565
2021-04-18,TUSD/WBTC,27977.73696053112
2021-04-18,TVK/LUNA,337.5977707723889
2021-04-18,TVK/WETH,755.3022604536608
2021-04-18,TXL/WETH,2932.007513655278
2021-04-18,UBT/DOV,1044.2508112405146
2021-04-18,UBT/UST,9958.67970670657
2021-04-18,UDT/USDT,60283.59357928491
2021-04-18,UDT/WETH,13320.170531248506
2021-04-18,UNCX/DAI,2213.0852608592227
2021-04-18,UNI/SOCKS,15584.25631693767
2021-04-18,UNIQ/LABS,7604.789596560138
2021-04-18,URQA/DXH,10141.477311858232
2021-04-18,USDC/1INCH,280760.1036391718
2021-04-18,USDC/AAVE,190950.1358410807
2021-04-18,USDC/ALCX,60130.68220336457
2021-04-18,USDC/ALPHA,19998.1442068336
2021-04-18,USDC/APY,800.1352624873921
2021-04-18,USDC/ARCH,39996.2884136672
2021-04-18,USDC/ARCX,47991.00363572208
2021-04-18,USDC/BADGER,254518.86538387323
2021-04-18,USDC/BAT,80090.56773394789
2021-04-18,USDC/BNT,205318.00360806054
2021-04-18,USDC/BUSD,186.14334657315212
2021-04-18,USDC/CEL,9998.1257574421
2021-04-18,USDC/COMP,49990.6287872105
2021-04-18,USDC/CRV,85270.35155189366
2021-04-18,USDC/DAI,2281382.937870715
2021-04-18,USDC/DODO,14497.282348291044
2021-04-18,USDC/DPI,64882.30933060913
2021-04-18,USDC/DPR,1049.9985704682285
2021-04-18,USDC/DSLA,1266.9982750316624
2021-04-18,USDC/ENJ,7449.073601204965
2021-04-18,USDC/ERN,1000.1690781092401
2021-04-18,USDC/EURS,74259.65643008717
2021-04-18,USDC/FARM,186275.4858208562
2021-04-18,USDC/FTT,10150.47873362535
2021-04-18,USDC/GRT,189964.3894453898
2021-04-18,USDC/INDEX,5000.8453905462
2021-04-18,USDC/JUP,10001.6907810924
2021-04-18,USDC/KYL,3550.600227287802
2021-04-18,USDC/LINK,8617.963590800273
2021-04-18,USDC/LPL,3499.344015104735
2021-04-18,USDC/LRC,20423.957137449
2021-04-18,USDC/LTO,15002.536171638601
2021-04-18,USDC/LUNA,66487.5363049866
2021-04-18,USDC/LUSD,1029177.3473741717
2021-04-18,USDC/MANA,72986.31802932733
2021-04-18,USDC/MATIC,111052.50599324549
2021-04-18,USDC/MTA,46192.440621467606
2021-04-18,USDC/OCC,690.1928168754097
2021-04-18,USDC/PAINT,499.906287872105
2021-04-18,USDC/POOLZ,10788.281733784943
2021-04-18,USDC/REEF,3492.920919174381
2021-04-18,USDC/RGT,14997.18863616315
2021-04-18,USDC/RSR,74985.94318081575
2021-04-18,USDC/RUNE,108089.36179432388
2021-04-18,USDC/SAND,350.059177338234
2021-04-18,USDC/SFI,4999.06287872105
2021-04-18,USDC/SHIB,100.01690781092401
2021-04-18,USDC/SRM,19998.1442068336
2021-04-18,USDC/SUSD,86882.617465358
2021-04-18,USDC/SUSHI,25004.226952731
2021-04-18,USDC/UNI,126145.35702221144
2021-04-18,USDC/USDT,6476100.6897471445
2021-04-18,USDC/VBNT,35996.65957230048
2021-04-18,USDC/VSP,23121.574184262936
2021-04-18,USDC/WBTC,772412.1086423346
2021-04-18,USDC/WETH,1833793.6719288526
2021-04-18,USDC/WOO,16139.249087941946
2021-04-18,USDC/XFIT,3000.50723432772
2021-04-18,USDC/XOR,14497.250753377812
2021-04-18,USDC/aUSDC,1829.5739837012325
2021-04-18,USDC/aWETH,96156.45166920373
2021-04-18,USDN/UNI,42337.51645791622
2021-04-18,USDT/1INCH,681.5078693948544
2021-04-18,USDT/AKITA,5334.177602467476
2021-04-18,USDT/AUSCM,25003.87610252225
2021-04-18,USDT/AXS,10001.5504410089
2021-04-18,USDT/BAT,20003.1008820178
2021-04-18,USDT/BOSON,4000.62017640356
2021-04-18,USDT/BUSD,3426.722553756252
2021-04-18,USDT/CDAI,8501.317874857565
2021-04-18,USDT/CETH,21503.333448169134
2021-04-18,USDT/COLL,2000.3101472109274
2021-04-18,USDT/CREAM,120190.9397033986
2021-04-18,USDT/DAI,309721.3369328386
2021-04-18,USDT/DERI,17073.73422940614
2021-04-18,USDT/DODO,50007.7522050445
2021-04-18,USDT/DPI,620.0961273425518
2021-04-18,USDT/ETH2x-FLI,220.0341097021958
2021-04-18,USDT/FEI,37999.867494459424
2021-04-18,USDT/FST,4999.775065460349
2021-04-18,USDT/FX,29996.8713504708
2021-04-18,USDT/FXF,27934.77115006579
2021-04-18,USDT/HOT,8001.24035280712
2021-04-18,USDT/ID,4000.62017640356
2021-04-18,USDT/INJ,37495.33022314372
2021-04-18,USDT/KTN,580.0899255785162
2021-04-18,USDT/LEASH,1945.2532169018982
2021-04-18,USDT/LQTY,100015.504410089
2021-04-18,USDT/LUSD,575660.174117103
2021-04-18,USDT/MASK,26567.135220053733
2021-04-18,USDT/POLS,13586.876238450448
2021-04-18,USDT/REL,6500.3594556094595
2021-04-18,USDT/RGT,8999.06140514124
2021-04-18,USDT/RVF,699.926998177652
2021-04-18,USDT/SHIB,106561.08095955233
2021-04-18,USDT/SUPER,8705.299496101941
2021-04-18,USDT/SUSHI,920142.6405728187
2021-04-18,USDT/TEL,1021.77342985397
2021-04-18,USDT/UNIQ,1482.229775357519
2021-04-18,USDT/USDC,1942765.3298607662
2021-04-18,USDT/UST,5900.914760195251
2021-04-18,USDT/VSP,7732.038479612202
2021-04-18,USDT/VXV,25003.87610252225
2021-04-18,USDT/WBTC,42492.58720367041
2021-04-18,USDT/WETH,479504.9641258337
2021-04-18,USDT/WOO,68776.38907799602
2021-04-18,USDT/ZCX,14957.023412858325
2021-04-18,USF/WETH,36913.06354603355
2021-04-18,UST/WOO,9940.731752997555
2021-04-18,UTK/WETH,5247.115070299
2021-04-18,VEN/WETH,71.67277958249403
2021-04-18,VISR/USDT,15810.777458692644
2021-04-18,VSP/USDC,7862.2757717588875
2021-04-18,VSP/USDT,18928.15309193289
2021-04-18,VSP/WBTC,17618.288977265074
2021-04-18,VSP/WETH,19603.447391882743
2021-04-18,WBTC/BNT,410884.15452708997
2021-04-18,WBTC/DAI,2939765.468863166
2021-04-18,WBTC/DERI,5608.358116283672
2021-04-18,WBTC/DIGG,25794.250612772776
2021-04-18,WBTC/HBTC,540325.7526799883
2021-04-18,WBTC/MTA,9753.008662594908
2021-04-18,WBTC/UNI,444058.54293561913
2021-04-18,WBTC/USDC,1851743.2655374722
2021-04-18,WBTC/USDT,171282.0981297108
2021-04-18,WBTC/VSP,54707.03043994589
2021-04-18,WBTC/WETH,75910.8875675122
2021-04-18,WBTC/WOO,1113.357153264259
2021-04-18,WETH/10SET,3579.8416869179723
2021-04-18,WETH/1INCH,3420.0322007854816
2021-04-18,WETH/AAVE,26079.056049999268
2021-04-18,WETH/AGI,4367.406858039926
2021-04-18,WETH/AIOZ,2990.838401363735
2021-04-18,WETH/AKITA,18909.463436152815
2021-04-18,WETH/AKRO,118.61954095168842
2021-04-18,WETH/ALCX,25679.39770082492
2021-04-18,WETH/AMLT,2324.943002653093
2021-04-18,WETH/AMPL,23865.611246119814
2021-04-18,WETH/ANKR,1073.9525060753917
2021-04-18,WETH/API3,4614.136255607665
2021-04-18,WETH/ARCX,8352.963936141936
2021-04-18,WETH/ARMOR,5845.484638724274
2021-04-18,WETH/ATRI,6414.973034500334
2021-04-18,WETH/AUC,1193.2805623059908
2021-04-18,WETH/AUDIO,2471.535819330402
2021-04-18,WETH/BADGER,2206.896685888272
2021-04-18,WETH/BANK,2386.5611246119815
2021-04-18,WETH/BAO,37391.33669463935
2021-04-18,WETH/BEPRO,1656.3566045771101
2021-04-18,WETH/BFC,249164.43446796387
2021-04-18,WETH/BFT,14291.026136515462
2021-04-18,WETH/BMI,2409.8961030893674
2021-04-18,WETH/BOGE,2976.8247682547812
2021-04-18,WETH/BOND,4151.683933309095
2021-04-18,WETH/BONDLY,119.32805623059909
2021-04-18,WETH/BUIDL,2243.3674571352626
2021-04-18,WETH/BUSD,202.85769559201844
2021-04-18,WETH/CEL,59155.59302061108
2021-04-18,WETH/CELL,10939.18773933269
2021-04-18,WETH/CFI,238.65611246119818
2021-04-18,WETH/CGG,101182.51648825155
2021-04-18,WETH/CHAIN,100.23556723370324
2021-04-18,WETH/CHZ,176.60552322128663
2021-04-18,WETH/COMBO,2386.5611246119815
2021-04-18,WETH/COMP,2399.3508529159853
2021-04-18,WETH/COTI,190.92488996895852
2021-04-18,WETH/CRO,593.0977047584421
2021-04-18,WETH/CRU,19334.550734038676
2021-04-18,WETH/CRV,71742.26332337805
2021-04-18,WETH/CVR,1070.4099296808386
2021-04-18,WETH/DAFI,1735.10446817764
2021-04-18,WETH/DAI,738895.1684294199
2021-04-18,WETH/DAO,12204.861811784325
2021-04-18,WETH/DARK,456.94346790129384
2021-04-18,WETH/DDIM,733.5293534555774
2021-04-18,WETH/DENT,655.3580706085605
2021-04-18,WETH/DIA,11932.805623059907
2021-04-18,WETH/DOBE,2386.5611246119815
2021-04-18,WETH/DOGEFI,8572.299515004972
2021-04-18,WETH/DOGIRA,3558.586228550653
2021-04-18,WETH/DOV,632.4386980221751
2021-04-18,WETH/DPI,5973.294464934559
2021-04-18,WETH/DRC,272.3523502668934
2021-04-18,WETH/DSLA,14594.674020211416
2021-04-18,WETH/DT,23865.611246119814
2021-04-18,WETH/ERN,9441.064230378795
2021-04-18,WETH/EROWAN,1193.2805623059908
2021-04-18,WETH/ETH2x-FLI,36043.63875689734
2021-04-18,WETH/ETHV,969.8061190626871
2021-04-18,WETH/EWTB,214.79050121507834
2021-04-18,WETH/EYE,21479.050121507833
2021-04-18,WETH/FARM,4773.122249223963
2021-04-18,WETH/FEG,410.85920309832187
2021-04-18,WETH/FEI,715.9683373835944
2021-04-18,WETH/FNX,9464.894883297773
2021-04-18,WETH/FSW,9546.244498447926
2021-04-18,WETH/FTM,3579.8416869179723
2021-04-18,WETH/FX,488144.9909450077
2021-04-18,WETH/FXS,11932.805623059907
2021-04-18,WETH/GCBN,758.3747025242341
2021-04-18,WETH/GHX,3558.586228550653
2021-04-18,WETH/GLCH,477.31222492239635
2021-04-18,WETH/GS,3102.529461995576
2021-04-18,WETH/GUSD,28638.73349534378
2021-04-18,WETH/HACHIKO,1897.9126552270145
2021-04-18,WETH/HAPI,1209.9193177072218
2021-04-18,WETH/HOGE,78.75651711219538
2021-04-18,WETH/HOKK,357.2756534128866
2021-04-18,WETH/HUSKY,4744.781638067537
2021-04-18,WETH/HY,381.84977993791705
2021-04-18,WETH/ICHI,5727.746699068755
2021-04-18,WETH/ID,8830.276161064332
2021-04-18,WETH/IDLE,4744.781638067537
2021-04-18,WETH/INDEX,21094.851930041164
2021-04-18,WETH/K21,477.31222492239635
2021-04-18,WETH/KAI,835.2963936141934
2021-04-18,WETH/KEEP,7394.449127576385
2021-04-18,WETH/KEL,15420.540323719495
2021-04-18,WETH/KONG,238.65611246119818
2021-04-18,WETH/KSEED,3579.8416869179723
2021-04-18,WETH/KYL,7257.903401333309
2021-04-18,WETH/LINK,33957.51170155221
2021-04-18,WETH/LKR,1193.2805623059908
2021-04-18,WETH/LPOOL,1241.894812414337
2021-04-18,WETH/LQTY,3117.042671560075
2021-04-18,WETH/LUSD,448006.33947241073
